scientificNameID	scientificName	originalNameUsageID	originalNameUsage
https://id.biodiversity.org.au/name/algae/20156589	Amphora maletractata var. constricta (Heiden) Simonsen	https://id.biodiversity.org.au/name/algae/20157452	Diploneis smithii var. constricta Heiden
https://id.biodiversity.org.au/name/algae/20089678	Amphora ovalis (Kütz.) Kütz.	https://id.biodiversity.org.au/name/algae/20157454	Frustulia ovalis Kütz.
https://id.biodiversity.org.au/name/algae/20092826	Amphora ovalis var. affinis (Kütz.) Van Heurck	https://id.biodiversity.org.au/name/algae/20156566	Amphora affinis Kütz.
https://id.biodiversity.org.au/name/algae/20092827	Amphora ovalis var. libyca (Ehrenb.) Cleve	https://id.biodiversity.org.au/name/algae/20090266	Amphora libyca Ehrenb.
https://id.biodiversity.org.au/name/algae/20091981	Amphora ovalis var. pediculus (Kütz.) Van Heurck	https://id.biodiversity.org.au/name/algae/20157455	Cymbella pediculus Kütz.
https://id.biodiversity.org.au/name/algae/20089679	Amphora pediculus (Kütz.) Grunow ex A.W.F.Schmidt	https://id.biodiversity.org.au/name/algae/20157455	Cymbella pediculus Kütz.
https://id.biodiversity.org.au/name/algae/20159651	Amylax triacantha (Jørg.) Sournia	https://id.biodiversity.org.au/name/algae/20160229	Gonyaulax triacantha Jørg.
https://id.biodiversity.org.au/name/algae/20091407	Anabaena catenula var. solitaria (Kleb.) Geitler	https://id.biodiversity.org.au/name/algae/20086790	Anabaena solitaria Kleb.
https://id.biodiversity.org.au/name/algae/20093202	Anabaena solitaria f. planctonica (Brunnth.) Komárek	https://id.biodiversity.org.au/name/algae/20087925	Anabaena planctonica Brunnth.
https://id.biodiversity.org.au/name/algae/20089113	Anacystis elabens (Bréb.) Setchell & N.L.Gardner	https://id.biodiversity.org.au/name/algae/20088872	Micraloa elabens Bréb.
